age,income,debt_ratio,employment_years,region,has_mortgage,enquiries_6m,postcode_noise,defaulted
54,67987,0.396,6.8,coastal,no,0,2043,yes
59,28758,0.389,0,south,no,1,7751,yes
35,62144,0.281,8.3,north,no,1,7357,yes
38,76578,0.24,6,south,yes,3,4766,yes
31,42029,0.188,5.6,north,yes,2,5121,no
53,46478,0.408,10.6,coastal,yes,5,7507,yes
31,32349,0.213,4.1,coastal,yes,0,7247,no
30,46378,0.371,7,north,yes,0,3536,yes
42,47051,0.667,4.3,north,no,2,5150,no
62,42017,0.363,11.4,south,no,4,858,yes
36,28410,0.192,7.7,north,no,4,8214,no
31,54642,0.201,8.3,north,no,5,2757,yes
66,70388,0.459,7.5,inland,no,0,1064,no
45,48266,0.626,5.6,coastal,no,2,4922,no
63,80853,0.302,5.3,coastal,yes,1,5828,yes
65,47602,0.12,0,coastal,yes,4,8388,yes
40,70911,0.227,10,north,yes,2,4788,no
59,48097,0.197,6.1,north,no,3,3730,yes
56,26405,0.157,1,coastal,yes,3,7323,yes
65,37309,0.214,7.7,inland,no,5,3956,yes
55,43749,0.133,4.1,south,no,4,3461,no
52,41435,0.16,4.7,south,yes,5,3223,yes
60,48726,0.457,3.9,coastal,yes,3,9434,yes
67,24795,0.281,9.4,inland,yes,0,9278,no
39,80762,0.418,8.4,coastal,yes,1,3691,yes
63,54031,0.406,7,inland,no,5,2307,no
62,58423,0.392,10.7,inland,no,0,4981,no
24,42682,0.028,4,south,no,5,8719,yes
43,41495,0.178,3,south,yes,4,1055,no
25,34806,0.233,4.6,coastal,no,3,8843,no
49,53418,0.187,6.1,south,no,5,9729,yes
38,,0.416,5.1,inland,no,0,8358,no
31,27120,0.497,11,south,no,4,1460,yes
23,30756,0.314,3,coastal,yes,3,7737,no
31,48407,0.383,1.9,south,yes,3,1406,yes
64,28057,0.401,13.9,south,no,0,3206,no
37,59958,0.124,11.6,coastal,yes,2,6875,yes
32,31280,0.27,4,coastal,no,1,2592,yes
24,56560,0.522,4,coastal,no,5,4243,no
27,30570,0.02,5.7,north,yes,1,3384,no
35,31564,0.338,3.4,north,no,1,8054,no
34,39473,0.335,8.1,south,no,5,2733,yes
51,61249,0.254,9.2,north,no,4,1930,no
45,31001,0.332,4,south,no,2,7571,no
49,34337,0.33,7.7,north,yes,2,1919,yes
40,48941,0.433,6.2,inland,no,4,3236,no
61,69019,0.542,8.4,inland,no,5,809,no
24,68926,0.02,4,inland,no,5,7989,yes
42,43627,0.068,0,coastal,no,2,9641,no
23,25337,0.195,2.3,north,yes,0,7501,no
45,54437,0.108,2.2,coastal,no,0,6494,yes
23,61798,0.287,2.3,south,no,0,1982,yes
40,28183,0.134,6.5,coastal,yes,2,102,no
33,31597,0.42,0,coastal,yes,4,7795,yes
52,66327,0.067,8.7,north,no,0,2670,yes
63,30651,0.02,6,south,yes,3,5037,no
59,26943,0.255,4.2,inland,yes,2,7924,no
49,65024,0.041,4,north,no,5,8593,yes
67,59747,0.306,4.7,inland,yes,5,1743,yes
27,35844,0.245,5,north,no,3,3519,yes
29,60312,0.355,9,south,yes,1,7919,yes
34,33036,0.044,14,north,yes,5,2985,no
34,27578,0.281,9.5,coastal,no,5,8344,no
42,33681,0.292,11.8,coastal,no,1,3580,no
25,57436,0.09,5,inland,yes,3,66,yes
36,32007,0.155,0,north,yes,4,1187,yes
47,45864,0.146,7.8,south,yes,5,7392,yes
53,43707,0.297,11.7,north,yes,5,8659,no
46,29883,0.196,5.7,inland,yes,0,2410,no
59,43857,0.666,0.1,inland,no,0,4673,yes
24,75372,0.301,4,south,yes,5,8821,yes
31,45101,0.484,5,south,no,2,3820,no
61,101035,0.319,10,coastal,yes,3,3569,yes
62,38450,0.317,6.2,south,no,4,9124,yes
25,25456,0.203,5,south,no,3,3784,no
64,59365,0.225,5.3,north,yes,0,1251,yes
40,48152,0.21,11.3,inland,yes,1,2930,yes
32,25316,0.363,7.1,south,no,0,4831,no
31,66759,0.413,11,coastal,yes,2,6900,no
43,39707,0.193,18,north,no,4,6154,no
26,35478,0.127,6,north,yes,4,3409,no
64,45358,0.02,7.7,south,no,0,2150,yes
39,22378,0.308,4.9,south,no,0,1738,no
46,23316,0.031,3.9,coastal,yes,0,2423,no
33,91156,0.02,1.1,south,no,0,5149,yes
40,41334,0.188,7.2,north,no,3,8022,no
59,75267,0.541,3.3,north,yes,3,973,no
48,26276,0.194,0.5,south,yes,0,6347,no
57,36693,0.39,6.7,coastal,yes,3,8867,yes
24,43175,0.243,4,south,no,0,7580,no
57,40522,0.065,8.6,inland,no,3,7163,no
23,32116,0.02,3,inland,no,4,7914,yes
46,40339,0.268,6.2,south,no,5,643,no
25,68718,0.324,0,south,no,3,8617,yes
27,37245,0.316,5.4,north,no,5,2499,no
31,25893,0.611,2,inland,yes,4,1960,yes
64,47735,0.398,7.8,inland,no,3,5178,no
40,36972,0.111,13.8,north,no,4,7647,yes
55,55108,0.568,8.8,north,yes,5,2008,no
67,54026,0.268,9.5,inland,yes,4,2150,no
62,48455,0.528,5.5,coastal,no,5,6452,no
55,42653,0.138,8.3,north,no,1,9966,no
26,36822,0.487,6,inland,yes,3,2446,no
29,85614,0.2,8.3,north,yes,3,4437,no
48,53602,0.282,3.7,coastal,no,0,4930,yes
27,70545,0.324,0,coastal,no,0,5536,yes
39,57249,0.31,5,south,yes,1,3485,yes
56,43156,0.654,7.5,coastal,yes,3,7982,yes
22,30383,0.02,2,south,no,3,3836,no
43,40030,0.249,12.3,south,no,5,5192,yes
52,27620,0.02,8,south,no,3,2027,no
54,23006,0.722,2.8,coastal,yes,0,8092,yes
25,77645,0.076,5,north,no,0,5213,no
34,27993,0.352,8,coastal,yes,0,8833,no
46,32085,0.131,7,inland,no,4,380,no
55,46617,0.387,10,south,yes,0,5531,no
61,57266,0.207,6.2,north,no,1,5443,yes
63,48424,0.14,8.6,coastal,no,5,2867,yes
57,25081,0.252,13.7,north,yes,4,2802,no
32,60474,0.19,3.8,coastal,yes,5,6913,yes
64,74512,0.11,7.1,inland,no,5,1252,yes
27,66905,0.13,7,south,no,0,4954,yes
53,43123,0.093,10,coastal,no,1,6937,yes
50,35525,0.142,12,north,yes,2,6049,no
60,37732,0.4,4.5,south,no,3,3479,yes
50,56887,0.361,5.6,inland,no,1,7978,yes
39,83868,0.179,13.4,coastal,no,4,8660,no
62,27009,0.438,6,inland,no,4,636,yes
30,36834,0.135,3.4,north,no,5,8780,no
36,50934,0.347,10.8,south,no,1,3703,yes
26,34737,0.588,0.2,south,no,1,5705,yes
60,24263,0.81,5.4,inland,yes,0,3487,yes
66,47303,0.305,10.3,north,no,4,6029,yes
39,48112,0.197,1,north,no,2,6272,yes
